agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,record_type,page_number,line_number,fiscal_year,raw_line,source_file,has_underlined_content,underlined_text,composite_key
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,47400,2022,50000,50000,reappropriation,965,1.0,2026-27,"3 50,000 ............................................... (re. $50,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|47400|2022|50000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,47401,2022,150000,150000,reappropriation,965,4.0,2026-27,"15 150,000 ............................................. (re. $150,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|47401|2022|150000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,47402,2021,1165000,363000,reappropriation,965,17.0,2026-27,"21 ... 1,165,000 ....................................... (re. $363,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|47402|2021|1165000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,47403,2021,170000,9000,reappropriation,965,22.0,2026-27,"26 170,000 ............................................... (re. $9,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|47403|2021|170000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,81116,2021,4500000,854000,reappropriation,965,27.0,2026-27,"36 department or agency (81116) ... 4,500,000 .......... (re. $854,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|81116|2021|4500000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,47400,2021,50000,16000,reappropriation,965,37.0,2026-27,"39 50,000 ............................................... (re. $16,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|47400|2021|50000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,47402,2020,1115000,919000,reappropriation,965,41.0,2026-27,"44 domestic violence (47402) ... 1,115,000 ............. (re. $919,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|47402|2020|1115000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,47403,2020,170000,20000,reappropriation,965,45.0,2026-27,"48 prevent domestic violence (47403) ... 170,000 ........ (re. $20,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|47403|2020|170000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,47400,2020,50000,16000,reappropriation,965,49.0,2026-27,"51 50,000 ............................................... (re. $16,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|47400|2020|50000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,47402,2019,1115000,863000,reappropriation,965,53.0,2026-27,"56 domestic violence (47402) ... 1,115,000 ............. (re. $863,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|47402|2019|1115000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,47403,2019,170000,21000,reappropriation,965,57.0,2026-27,"60 prevent domestic violence (47403) ... 170,000 ........ (re. $21,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|47403|2019|170000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Miscellaneous Discretionary Account - 25370,47400,2019,50000,5000,reappropriation,966,61.0,2026-27,"2 50,000 ................................................ (re. $5,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|47400|2019|50000|MISCELLANEOUS DISCRETIONARY ACCOUNT - 25370
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Miscellaneous Discretionary Account - 25370,81001,2025,1500000,1432000,reappropriation,966,9.0,2026-27,"14 (81001) ... 1,500,000 ............................. (re. $1,432,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|81001|2025|1500000|MISCELLANEOUS DISCRETIONARY ACCOUNT - 25370
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Miscellaneous Discretionary Account - 25370,81001,2024,1000000,836000,reappropriation,966,16.0,2026-27,"21 (81001) ... 1,000,000 ............................... (re. $836,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|81001|2024|1000000|MISCELLANEOUS DISCRETIONARY ACCOUNT - 25370
OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Miscellaneous Discretionary Account - 25370,81001,2023,1000000,566000,reappropriation,966,23.0,2026-27,"28 (81001) ... 1,000,000 ............................... (re. $566,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE PREVENTION OF DOMESTIC VIOLENCE|81001|2023|1000000|MISCELLANEOUS DISCRETIONARY ACCOUNT - 25370
DEPARTMENT OF PUBLIC SERVICE,AID TO LOCALITIES,General Fund,Article VII Intervenor Account - 21901,48603,2026,3250000,0,appropriation,967,23.0,2026-27,"(48603) ...................................... 3,250,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF PUBLIC SERVICE|48603|2026|3250000|ARTICLE VII INTERVENOR ACCOUNT - 21901
DEPARTMENT OF PUBLIC SERVICE,AID TO LOCALITIES,General Fund,Article VII Intervenor Account - 21901,48602,2026,2500000,0,appropriation,967,35.0,2026-27,"(48602) ...................................... 2,500,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF PUBLIC SERVICE|48602|2026|2500000|ARTICLE VII INTERVENOR ACCOUNT - 21901
DEPARTMENT OF PUBLIC SERVICE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,48609,2024,48500000,48500000,reappropriation,969,6.0,2026-27,"34 [50,000,000]48,500,000 ........................... (re. $48,500,000)",ATL 26-27 Executive.pdf,True,"[50,000,000]48,500,000 ........................... (re. $48,500,000)",DEPARTMENT OF PUBLIC SERVICE|48609|2024|48500000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51019,2026,125000000,0,appropriation,970,42.0,2026-27,"share equivalent (51019) ................... 125,000,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51019|2026|125000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51273,2026,2500000,0,appropriation,970,54.0,2026-27,"related activities (51273) ................... 2,500,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51273|2026|2500000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,Special Revenue Funds - Federal,Coastal Zone Management Program Account - 25449,51023,2026,1000000,0,appropriation,971,5.0,2026-27,"operations (51023) ........................... 1,000,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51023|2026|1000000|COASTAL ZONE MANAGEMENT PROGRAM ACCOUNT - 25449
DEPARTMENT OF STATE,AID TO LOCALITIES,Special Revenue Funds - Federal,Coastal Zone Management Program Account - 25449,51034,2026,2200000,0,appropriation,971,15.0,2026-27,"zone management program (51034) .............. 2,200,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51034|2026|2200000|COASTAL ZONE MANAGEMENT PROGRAM ACCOUNT - 25449
DEPARTMENT OF STATE,AID TO LOCALITIES,Special Revenue Funds - Federal,Coastal Zone Management Program Account - 25449,51253,2026,85000000,0,appropriation,971,30.0,2026-27,"purposes of such appropriation (51253) ...... 85,000,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51253|2026|85000000|COASTAL ZONE MANAGEMENT PROGRAM ACCOUNT - 25449
DEPARTMENT OF STATE,AID TO LOCALITIES,Special Revenue Funds - Federal,Coastal Zone Management Program Account - 25449,51037,2026,4000000,0,appropriation,971,42.0,2026-27,"state operations (51037) ..................... 4,000,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51037|2026|4000000|COASTAL ZONE MANAGEMENT PROGRAM ACCOUNT - 25449
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51259,2026,3500000,0,appropriation,972,9.0,2026-27,"profit development services (51259) .......... 3,500,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51259|2026|3500000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51047,2026,64200000,0,appropriation,972,44.0,2026-27,"engineers(51047) ........................... 64,200,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51047|2026|64200000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,54824,2026,415000,0,appropriation,972,59.0,2026-27,"legacy program. (54824) ........................ 415,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|54824|2026|415000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,Special Revenue Funds - Other,Local Assistance Account - 10000,51326,2026,1500000,0,appropriation,973,11.0,2026-27,"(51326) ...................................... 1,500,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51326|2026|1500000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51025,2025,1250000,1250000,reappropriation,974,6.0,2026-27,"13 1,250,000 ......................................... (re. $1,250,000)",ATL 26-27 Executive.pdf,True,authority for the purposes of such appropriation (51025) ...........,DEPARTMENT OF STATE|51025|2025|1250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51279,2025,1250000,1250000,reappropriation,974,14.0,2026-27,"20 1,250,000 ......................................... (re. $1,250,000)",ATL 26-27 Executive.pdf,True,authority for the purposes of such appropriation (51279) ...........,DEPARTMENT OF STATE|51279|2025|1250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51276,2025,2000000,2000000,reappropriation,974,21.0,2026-27,"22 2,000,000 ......................................... (re. $2,000,000)",ATL 26-27 Executive.pdf,True,For services and expenses of the NYS Immigration Coalition (51276) ...,DEPARTMENT OF STATE|51276|2025|2000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51293,2025,75000,75000,reappropriation,974,23.0,2026-27,"24 Incorporated (51293) ... 75,000 ...................... (re. $75,000)",ATL 26-27 Executive.pdf,True,"Incorporated (51293) ... 75,000 ...................... (re. $75,000)",DEPARTMENT OF STATE|51293|2025|75000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51268,2025,342000,342000,reappropriation,974,25.0,2026-27,"26 342,000 ............................................. (re. $342,000)",ATL 26-27 Executive.pdf,True,For services and expenses of ACE NY (51268) ..........................,DEPARTMENT OF STATE|51268|2025|342000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51269,2025,60000,60000,reappropriation,974,27.0,2026-27,"28 (51269) ... 60,000 ................................... (re. $60,000)",ATL 26-27 Executive.pdf,True,"(51269) ... 60,000 ................................... (re. $60,000)",DEPARTMENT OF STATE|51269|2025|60000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51252,2025,200000,200000,reappropriation,974,29.0,2026-27,"30 (51252) ... 200,000 ................................. (re. $200,000)",ATL 26-27 Executive.pdf,True,"(51252) ... 200,000 ................................. (re. $200,000)",DEPARTMENT OF STATE|51252|2025|200000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,64000,2025,150000,150000,reappropriation,974,31.0,2026-27,"33 150,000 ............................................. (re. $150,000)",ATL 26-27 Executive.pdf,True,"Association, Inc (161 street bid) (64000) ..........................",DEPARTMENT OF STATE|64000|2025|150000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,64002,2025,200000,200000,reappropriation,974,34.0,2026-27,"35 200,000 ............................................. (re. $200,000)",ATL 26-27 Executive.pdf,True,For the services and expenses of BronxNet (64002) ....................,DEPARTMENT OF STATE|64002|2025|200000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51267,2025,100000,100000,reappropriation,974,36.0,2026-27,"37 100,000 ............................................. (re. $100,000)",ATL 26-27 Executive.pdf,True,For services and expenses of the Haitian Round Table (51267) .........,DEPARTMENT OF STATE|51267|2025|100000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51025,2024,1000000,1000000,reappropriation,974,39.0,2026-27,"46 1,000,000 ......................................... (re. $1,000,000)",ATL 26-27 Executive.pdf,True,authority for the purposes of such appropriation (51025) ...........,DEPARTMENT OF STATE|51025|2024|1000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51279,2024,1000000,1000000,reappropriation,974,47.0,2026-27,"53 1,000,000 ......................................... (re. $1,000,000)",ATL 26-27 Executive.pdf,True,authority for the purposes of such appropriation (51279) ...........,DEPARTMENT OF STATE|51279|2024|1000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51329,2024,6050000,6050000,reappropriation,975,54.0,2026-27,"4 6,050,000 ......................................... (re. $6,050,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51329|2024|6050000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51267,2024,100000,100000,reappropriation,975,5.0,2026-27,"6 100,000 ............................................. (re. $100,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51267|2024|100000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51268,2024,342000,342000,reappropriation,975,7.0,2026-27,"8 342,000 ............................................. (re. $342,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51268|2024|342000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51276,2024,2000000,1500000,reappropriation,975,9.0,2026-27,"10 2,000,000 ......................................... (re. $1,500,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51276|2024|2000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51277,2024,200000,200000,reappropriation,975,11.0,2026-27,"12 200,000 ............................................. (re. $200,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51277|2024|200000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51269,2024,250000,250000,reappropriation,975,13.0,2026-27,"14 (51269) ... 250,000 ................................. (re. $250,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51269|2024|250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51293,2024,75000,75000,reappropriation,975,15.0,2026-27,"16 rated (51293) ... 75,000 ............................. (re. $75,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51293|2024|75000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51252,2024,200000,200000,reappropriation,975,17.0,2026-27,"18 (51252) ... 200,000 ................................. (re. $200,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51252|2024|200000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,64000,2024,150000,150000,reappropriation,975,19.0,2026-27,"20 Association, Inc (64000) ... 150,000 ................ (re. $150,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|64000|2024|150000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51260,2024,5000000,5000000,reappropriation,975,21.0,2026-27,"27 5,000,000 ......................................... (re. $5,000,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51260|2024|5000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51261,2024,5000000,5000000,reappropriation,975,28.0,2026-27,"37 5,000,000 ......................................... (re. $5,000,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51261|2024|5000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51327,2023,500000,500000,reappropriation,975,39.0,2026-27,"41 500,000 ............................................. (re. $500,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51327|2023|500000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51277,2023,200000,200000,reappropriation,975,42.0,2026-27,"43 200,000 ............................................. (re. $200,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51277|2023|200000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51252,2023,200000,200000,reappropriation,975,44.0,2026-27,"45 Response (51252) ... 200,000 ........................ (re. $200,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51252|2023|200000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51329,2023,3700000,2277000,reappropriation,975,46.0,2026-27,"57 3,700,000 ......................................... (re. $2,277,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51329|2023|3700000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51276,2023,2000000,739000,reappropriation,975,58.0,2026-27,"59 2,000,000 ........................................... (re. $739,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51276|2023|2000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51250,2023,224000,224000,reappropriation,975,60.0,2026-27,"61 ... 224,000 ......................................... (re. $224,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51250|2023|224000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51251,2023,100000,100000,reappropriation,976,1.0,2026-27,"2 municipal studies (51251) ... 100,000 ............... (re. $100,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51251|2023|100000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51293,2023,75000,56000,reappropriation,976,3.0,2026-27,"4 rated (51293) ... 75,000 ............................. (re. $56,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51293|2023|75000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51049,2022,25000000,23908000,reappropriation,976,6.0,2026-27,"16 director of the budget (51049) ... 25,000,000 .... (re. $23,908,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51049|2022|25000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51277,2022,200000,150000,reappropriation,976,17.0,2026-27,"18 200,000 ............................................. (re. $150,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51277|2022|200000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51293,2022,75000,75000,reappropriation,976,19.0,2026-27,"20 rated (51293) ... 75,000 ............................. (re. $75,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51293|2022|75000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51329,2022,790000,446000,reappropriation,976,21.0,2026-27,"32 790,000 ............................................. (re. $446,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51329|2022|790000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51277,2021,200000,200000,reappropriation,976,34.0,2026-27,"36 200,000 ............................................. (re. $200,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51277|2021|200000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51296,2021,15000,15000,reappropriation,976,37.0,2026-27,"38 (51296) ... 15,000 ................................... (re. $15,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51296|2021|15000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51289,2021,20000,20000,reappropriation,976,39.0,2026-27,"40 van, and Ulster (51289) ... 20,000 ................... (re. $20,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51289|2021|20000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51292,2021,54000,54000,reappropriation,976,41.0,2026-27,"42 54,000 ............................................... (re. $54,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51292|2021|54000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51298,2021,55000,55000,reappropriation,976,43.0,2026-27,"44 55,000 ............................................... (re. $55,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51298|2021|55000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51291,2021,75000,75000,reappropriation,976,45.0,2026-27,"46 Archdiocese of New York (51291) ... 75,000 ........... (re. $75,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51291|2021|75000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51287,2021,95000,95000,reappropriation,976,47.0,2026-27,"48 95,000 ............................................... (re. $95,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51287|2021|95000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51293,2021,75000,75000,reappropriation,976,49.0,2026-27,"50 (51293) ... 75,000 ................................... (re. $75,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51293|2021|75000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51276,2021,75000,75000,reappropriation,976,51.0,2026-27,"52 75,000 ............................................... (re. $75,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51276|2021|75000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51299,2021,500000,500000,reappropriation,976,53.0,2026-27,"54 ... 500,000 ......................................... (re. $500,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51299|2021|500000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF STATE,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25127,51025,2020,450000,450000,reappropriation,977,56.0,2026-27,"2 450,000 ............................................. (re. $450,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51025|2020|450000|FEDERAL HEALTH AND HUMAN SERVICES ACCOUNT - 25127
DEPARTMENT OF STATE,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25127,51276,2020,75000,2000,reappropriation,977,3.0,2026-27,"4 (51276) ... 75,000 .................................... (re. $2,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51276|2020|75000|FEDERAL HEALTH AND HUMAN SERVICES ACCOUNT - 25127
DEPARTMENT OF STATE,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25127,51287,2020,75000,75000,reappropriation,977,6.0,2026-27,"9 75,000 ............................................... (re. $75,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF STATE|51287|2020|75000|FEDERAL HEALTH AND HUMAN SERVICES ACCOUNT - 25127
