agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55998,2019,770000,385000,"19 For services and expenses of the clinically rich intensive teacher
20 institute bilingual extension and English to speakers of other
21 languages program (55998) ... 770,000 ............... (re. $385,000)",66,19,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55998|2019|770000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,56005,2019,235000,100000,"45 For purposes of the Just for Kids program at the State University of
46 New York at Albany (56005) ... 235,000 .............. (re. $100,000)",66,45,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56005|2019|235000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,56150,2019,450000,450000,"6 For services and expenses of United Community Schools, Incorporated
7 (56150) ... 450,000 ................................. (re. $450,000)",67,6,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56150|2019|450000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,56045,2019,1000000,160000,"10 By chapter 53, section 1, of the laws of 2019, as amended by chapter 53,
11 section 1, of the laws of 2021:
12 For educational services and expenses for out of school immigrant
13 youth and young adults (56045) ... 1,000,000 ........ (re. $160,000)",76,10,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56045|2019|1000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,56150,2018,500000,500000,"14 By chapter 53, section 1, of the laws of 2018, as amended by chapter 53,
15 section 1, of the laws of 2022:
16 For services and expenses of United Community Schools, Incorporated
17 (56150) ... 500,000 ................................. (re. $500,000)",76,14,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56150|2018|500000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,55978,2018,250000,81000,"369 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 mental health supports, subject to the approval of the director of
2 the budget.
3 Provided further that the maximum grant per community school shall be
4 $25,000, provided however, that no district shall receive a grant in
5 excess of the total actual grant expenditures incurred by the
6 district in the current school year as approved by the commissioner.
7 Provided further that no school district shall receive more than 40
8 percent of the total grant allocation.
9 Notwithstanding any provision of law to the contrary, the funds appro-
10 priated herein, plus any other amounts so designated in other items
11 of appropriation within the general fund local assistance account
12 office of pre-kindergarten through grade twelve education program,
13 shall constitute the competitive awards amount authorized for the
14 2018-19 school year (55978) ... 250,000 .............. (re. $81,000)",81,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55978|2018|250000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,55980,2018,5000000,5000000,"30 For additional funds to reimburse sponsors of school breakfast
31 programs, including those required to implement a breakfast after
32 the bell program beginning in the 2018-19 school year pursuant to a
33 chapter of the laws of 2018, based upon the number of federally
34 reimbursable breakfasts served to students under such program agree-
35 ments entered into by the state education department and such spon-
36 sors, in accordance with the provisions of the ""Child Nutrition Act
37 of 1966,"" P.L. 89-642, as amended, in excess of the federal rates of
38 reimbursement. Notwithstanding any provision of law to the contrary,
39 the funds appropriated herein, plus any other amounts so designated
40 in other items of appropriation within the general fund local
41 assistance account office of prekindergarten through grade twelve
42 education program, shall constitute the competitive awards amount
43 authorized for the 2018-19 school year (55980) .....................
44 5,000,000 ......................................... (re. $5,000,000)",81,30,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55980|2018|5000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55962,2018,1200000,444000,"371 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 Provided, further, that such plan shall establish a process for
2 selection of nonprofit entities with expertise in community school
3 programs and technical assistance to operate such centers (55962)
4 ... 1,200,000 ....................................... (re. $444,000)",83,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55962|2018|1200000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55928,2018,18000000,198000,"5 For services and expenses of the my brother's keeper initiative. A
6 portion of this appropriation may be transferred to any other
7 program or fund within the state education department for these
8 purposes (55928) ... 18,000,000 ..................... (re. $198,000)",83,5,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55928|2018|18000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21705,2018,96200000,7374000,"15 For costs associated with schools for the blind and deaf and other
16 students with disabilities subject to article 85 of the education
17 law, including state aid for blind and deaf pupils in certain insti-
18 tutions to be paid for the purposes provided under section 4204-a of
19 the education law for the education of deaf children under 3 years
20 of age, including transfers to the miscellaneous special revenue
21 fund Rome school for the deaf account pursuant to a plan to be
22 developed by the commissioner and approved by the director of the
23 budget.
24 Of the amounts appropriated herein, up to $84,700,000 shall be avail-
25 able for reimbursement to school districts for the tuition costs of
26 students attending schools for the blind and deaf during the 2017-18
27 school year pursuant to subdivision 2 of section 4204 of the educa-
28 tion law and subdivision 2 of section 4207 of the education law, up
29 to $2,500,000 shall be available for debt service on capital
30 construction projects financed through the state dormitory authori-
31 ty, and up to $9,000,000 shall be available for remaining allowable
32 purposes.
33 Provided further that, notwithstanding any inconsistent provision of
34 law, upon disbursement of funds appropriated for allowances to
35 schools for the blind and deaf in the individuals with disabilities
36 program special revenue funds-federal/aid to localities for purposes
37 of this appropriation, funds appropriated herein shall be reduced in
38 an amount equivalent to such disbursement and the portion of this
39 appropriation so affected shall have no further force or effect.
40 Notwithstanding any provision of the law to the contrary, funds appro-
41 priated herein shall be available for payment of liabilities hereto-
42 fore accrued or hereafter to accrue and, subject to the approval of
43 the director of the budget, such funds shall be available to the
44 department net of disallowances, refunds, reimbursements and credits
45 (21705) ... 96,200,000 ............................ (re. $7,374,000)",83,15,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21705|2018|96200000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21707,2018,330500000,49511000,"372 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 payments made pursuant to this appropriation for current school year
2 obligations, provided, however, that such payments shall not exceed
3 70 percent of the state aid due for the sum of the approved tuition
4 and maintenance rates and transportation expense provided for here-
5 in; provided, however, that payment of eligible claims shall be
6 payable in the order that such claims have been approved for payment
7 by the commissioner of education, but in no case shall a single
8 payee draw down more than 45 percent of this appropriation, and
9 provided further that no claim shall be set aside for insufficiency
10 of funds to make a complete payment, but shall be eligible for a
11 partial payment in one year and shall retain its priority date
12 status for subsequent appropriations designated for such purposes.
13 Notwithstanding any inconsistent provision of law to the contrary,
14 funds appropriated herein shall only be available for liabilities
15 incurred prior to July 1, 2019, shall be used to pay 2017-18 school
16 year claims in the first instance, and represent the maximum amount
17 payable during the 2018-19 state fiscal year. Notwithstanding any
18 provision of law to the contrary, funds appropriated herein shall be
19 available for payment of liabilities heretofore accrued or hereafter
20 to accrue and, subject to the approval of the director of the budg-
21 et, such funds shall be available to the department net of disallow-
22 ances, refunds, reimbursements and credits (21707) .................
23 330,500,000 ...................................... (re. $49,511,000)",84,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21707|2018|330500000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21706,2018,1035000000,162837000,"24 For the state's share of the costs of the education of preschool chil-
25 dren with disabilities pursuant to section 4410 of the education
26 law. Notwithstanding any inconsistent provision of law to the
27 contrary, the amount appropriated herein shall support a state share
28 of preschool handicapped education costs for the 2017-18 school year
29 limited to 59.5 percent of such total approved expenditures, and
30 furthermore, notwithstanding any other provision of law, local
31 claims for reimbursement of costs incurred prior to the 2016-17
32 school year and during the 2016-17 school year that have been
33 approved for payment by the education department as of March 31,
34 2018 shall be the first claims paid from this appropriation.
35 Notwithstanding any provision of law to the contrary, funds appro-
36 priated herein shall be available for payment of liabilities hereto-
37 fore accrued or hereafter to accrue and, subject to the approval of
38 the director of the budget, such funds shall be available to the
39 department net of disallowances, refunds, reimbursements and credits
40 (21706) ... 1,035,000,000 ....................... (re. $162,837,000)",84,24,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21706|2018|1035000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55938,2018,17180000,17034000,"373 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 shall prescribe, attesting to how such funding will be or was used
2 for purposes eligible under this appropriation. Notwithstanding any
3 inconsistent provision of law, and subject to the approval of the
4 director of the budget, the amounts appropriated herein may be
5 increased or decreased by interchange or transfer to any local
6 assistance appropriation of the state education department (55938)
7 ... 17,180,000 .................................. (re. $17,034,000)",85,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55938|2018|17180000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55996,2018,2000000,1046000,"8 For services and expenses of the supportive schools grant program and
9 technical assistance to promote safe and supportive school environ-
10 ments free from bullying, harassment, and discrimination. Up to
11 $300,000 of this appropriation shall be available for the New York
12 center for school safety. A portion of this appropriation may be
13 transferred to any other account within the state education depart-
14 ment, as needed to accomplish the intent of this appropriation,
15 provided further that up to five percent of the funds appropriated
16 herein may be transferred to the credit of the state purposes
17 account of the state education department to carry out the purposes
18 of this appropriation (55996) ... 2,000,000 ....... (re. $1,046,000)",85,8,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55996|2018|2000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21775,2018,691000,81000,"19 For services and expenses of the health education program for the
20 2018-19 school year. Funds appropriated herein shall be available
21 for health-related programs including, but not limited to, those
22 providing instruction and supportive services in comprehensive
23 health education and/or acquired immune deficiency syndrome (AIDS)
24 education. Of the amounts appropriated herein, $86,000 shall be
25 available for the program previously operated as the school health
26 demonstration program. Notwithstanding any other provision of law to
27 the contrary, funds appropriated herein may be suballocated, subject
28 to the approval of the director of the budget, to any state agency
29 or department to accomplish the purpose of this appropriation
30 (21775) ... 691,000 .................................. (re. $81,000)",85,19,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21775|2018|691000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21779,2018,1382000,56000,"38 For services and expenses associated with the math and science high
39 schools for the 2018-19 school year in the amount of $1,382,000,
40 provided that such funds shall be allocated equally among those
41 entities that received program funding for the 2007-08 school year
42 (21779) ... 1,382,000 ................................ (re. $56,000)",85,38,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21779|2018|1382000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21782,2018,740000,4000,"43 For services and expenses of the center for autism and related disa-
44 bilities at the state university of New York at Albany (21782)
45 740,000 ............................................... (re. $4,000)",85,43,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21782|2018|740000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55998,2018,770000,387000,"48 For services and expenses of the clinically rich intensive teacher
49 institute bilingual extension and english to speakers of other
50 languages program (55998) ... 770,000 ............... (re. $387,000)",85,48,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55998|2018|770000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,56139,2018,1465000,258000,"8 For the early college high schools program for the 2018-19 school
9 year, provided, however, that expenditure of funds appropriated
10 herein shall support the continuation and expansion of the early
11 college high schools program pursuant to a plan developed by the
12 commissioner and approved by the director of the budget provided,
13 further, that a portion of the payment to the early college high
14 schools program awarded from this appropriation shall be available
15 on a sliding scale based upon the number of college credits earned
16 annually by participating students consistent with guidelines estab-
17 lished by the commissioner. Provided further that, notwithstanding
18 any provision of law to the contrary, higher education partners
19 participating in an early college high schools program, or the
20 entity/entities responsible for setting tuition at the institution,
21 shall be authorized to set a reduced rate of tuition and/or fees, or
22 to waive tuition and/or fees entirely, for students enrolled in such
23 early college high schools program with no reduction in other state,
24 local or other support for such students earning college credit that
25 such higher education partner would otherwise be eligible to receive
26 (56139) ... 1,465,000 ............................... (re. $258,000)",86,8,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56139|2018|1465000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,55977,2018,500000,151000,"375 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 shall constitute the competitive awards amount authorized for the
2 2018-19 school year (55977) ... 500,000 ............. (re. $151,000)",87,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55977|2018|500000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,55986,2018,10000000,9359000,"33 For additional funds to reimburse sponsors of school lunch programs
34 that have purchased at least 30 percent of their total food products
35 for its school lunch service program from New York State farmers,
36 growers, producers, or processors, based upon the number of feder-
37 ally reimbursable lunches served to students under such program
38 agreements entered into by the state education department and such
39 sponsors, in accordance with the provisions of the ""National School
40 Lunch Act,"" P.L. 79-396, as amended, to reimburse sponsors in excess
41 of the federal and State rates of reimbursement, provided, that the
42 total State subsidy shall not exceed twenty-five cents per school
43 lunch meal, which shall include any annual state subsidy received by
44 such sponsor under any other provision of State law, provided
45 further that funds appropriated herein shall be made available on or
46 after April 1, 2019 (55986) ... 10,000,000 ........ (re. $9,359,000)",87,33,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55986|2018|10000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,21705,2017,96200000,7051000,"13 Notwithstanding any provision of the law to the contrary, funds appro-
14 priated herein shall be available for payment of liabilities hereto-
15 fore accrued or hereafter to accrue and, subject to the approval of
16 the director of the budget, such funds shall be available to the
17 department net of disallowances, refunds, reimbursements and credits
18 (21705) ... 96,200,000 ............................ (re. $7,051,000)",90,13,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21705|2017|96200000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,21707,2017,364500000,55429000,"19 For July and August programs for school-aged children with handicap-
20 ping conditions pursuant to section 4408 of the education law.
21 Moneys appropriated herein shall be used as follows: (i) for remain-
22 ing base year and prior school years obligations, (ii) for the
23 purposes of subdivision 4 of section 3602 of the education law for
24 schools operated under articles 87 and 88 of the education law, and
25 (iii) notwithstanding any inconsistent provision of law, for
26 payments made pursuant to this appropriation for current school year
27 obligations, provided, however, that such payments shall not exceed
28 70 percent of the state aid due for the sum of the approved tuition
29 and maintenance rates and transportation expense provided for here-
30 in; provided, however, that payment of eligible claims shall be
31 payable in the order that such claims have been approved for payment
32 by the commissioner of education, but in no case shall a single
33 payee draw down more than 45 percent of this appropriation, and
34 provided further that no claim shall be set aside for insufficiency
35 of funds to make a complete payment, but shall be eligible for a
36 partial payment in one year and shall retain its priority date
37 status for subsequent appropriations designated for such purposes.
38 Notwithstanding any inconsistent provision of law to the contrary,
39 funds appropriated herein shall only be available for liabilities
40 incurred prior to July 1, 2018, shall be used to pay 2016-17 school
41 year claims in the first instance, and represent the maximum amount
42 payable during the 2017-18 state fiscal year. Notwithstanding any
43 provision of law to the contrary, funds appropriated herein shall be
44 available for payment of liabilities heretofore accrued or hereafter
45 to accrue and, subject to the approval of the director of the budg-
46 et, such funds shall be available to the department net of disallow-
47 ances, refunds, reimbursements and credits (21707) .................
48 364,500,000 ...................................... (re. $55,429,000)",90,19,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21707|2017|364500000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,21706,2017,1035000000,185983000,"379 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 of preschool handicapped education costs for the 2016-17 school year
2 limited to 59.5 percent of such total approved expenditures, and
3 furthermore, notwithstanding any other provision of law, local
4 claims for reimbursement of costs incurred prior to the 2015-16
5 school year and during the 2015-16 school year that have been
6 approved for payment by the education department as of March 31,
7 2017 shall be the first claims paid from this appropriation.
8 Notwithstanding any provision of law to the contrary, funds appro-
9 priated herein shall be available for payment of liabilities hereto-
10 fore accrued or hereafter to accrue and, subject to the approval of
11 the director of the budget, such funds shall be available to the
12 department net of disallowances, refunds, reimbursements and credits
13 (21706) ... 1,035,000,000 ....................... (re. $185,983,000)",91,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21706|2017|1035000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,56139,2017,1465000,958000,"29 For the early college high schools program for the 2017-18 school
30 year, provided, however, that expenditure of funds appropriated
31 herein shall support the continuation and expansion of the early
32 college high schools program pursuant to a plan developed by the
33 commissioner and approved by the director of the budget provided,
34 further, that a portion of the payment to the early college high
35 schools program awarded from this appropriation shall be available
36 on a sliding scale based upon the number of college credits earned
37 annually by participating students consistent with guidelines estab-
38 lished by the commissioner. Provided further that, notwithstanding
39 any provision of law to the contrary, higher education partners
40 participating in an early college high schools program, or the
41 entity/entities responsible for setting tuition at the institution,
42 shall be authorized to set a reduced rate of tuition and/or fees, or
43 to waive tuition and/or fees entirely, for students enrolled in such
44 early college high schools program with no reduction in other state,
45 local or other support for such students earning college credit that
46 such higher education partner would otherwise be eligible to receive
47 (56139) ... 1,465,000 ............................... (re. $958,000)",91,29,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56139|2017|1465000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,56045,2017,1000000,1000000,"48 For educational services and expenses for DACA (Deferred Action for
49 Childhood Arrivals) eligible out of school youth and young adults
50 (56045) ... 1,000,000 ............................. (re. $1,000,000)",91,48,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56045|2017|1000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,55936,2016,1000000,1000000,"23 By chapter 53, section 1, of the laws of 2016:
24 For the New York City Department of Education to distribute $350,000
25 among specialized high schools requiring the Specialized High
26 Schools Admissions Test for admission to fund outreach coordinators
27 with relevant outreach material at each specialized high school to
28 conduct outreach in underrepresented middle schools, and that
29 $650,000 of the amount appropriated herein shall be distributed
30 among specialized high schools requiring the Specialized High
31 Schools Admissions Test to provide middle school students from
32 underrepresented populations at such schools test preparatory
33 programs in preparation for the Specialized High School Admissions
34 Test in the 2016-2017 school year (55936) ..........................
35 1,000,000 ......................................... (re. $1,000,000)",92,23,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55936|2016|1000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,56045,2016,1000000,1000000,"37 For educational services and expenses for DACA (Deferred Action for
38 Childhood Arrivals) eligible out of school youth and young adults
39 (56045) ... 1,000,000 ............................. (re. $1,000,000)",93,37,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56045|2016|1000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,56045,2015,1000000,1000000,"7 For educational services and expenses for DACA (Deferred Action for
8 Childhood Arrivals) eligible out of school youth and young adults
9 (56045) ... 1,000,000 ............................. (re. $1,000,000)",94,7,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56045|2015|1000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,56045,2014,1000000,1000000,"16 For educational services and expenses for DACA (Deferred Action for
17 Childhood Arrivals) eligible out of school youth and young adults
18 (56045) ... 1,000,000 ............................. (re. $1,000,000)",95,16,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56045|2014|1000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,56045,2013,1000000,1000000,"28 For educational services and expenses for DACA (Deferred Action for
29 Childhood Arrivals) eligible out of school youth and young adults
30 (56045) ... 1,000,000 ............................. (re. $1,000,000)",95,28,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56045|2013|1000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,21806,2012,1000000,701000,"35 For purposes of the missing children program (21806) .................
36 1,000,000 ........................................... (re. $701,000)",95,35,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21806|2012|1000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23335,2021,4069958000,1078236000,"14 The appropriation made by chapter 53, section 1, of the laws of 2021, is
15 hereby amended and reappropriated to read:
16 For support of elementary and secondary education from the elementary
17 and secondary school emergency relief fund and the governor's emer-
18 gency education relief fund, as funded by the Coronavirus Response
19 and Relief Supplemental appropriations Act (P.L. 116-260) providing
20 support for elementary and/or secondary education in response to the
21 COVID-19 public health emergency. Provided that each school district
22 eligible for an apportionment pursuant to subdivision 4 of section
23 3602 of education law shall be eligible to receive an allocation
24 equal to the amount set forth for such school district as ""COVID-19
25 SUPPL. STIMULUS"" in the school aid electronic data file produced by
26 the commissioner pursuant to subdivision 21 of section 305 of the
27 education law, provided that a schedule of such amount shall be
28 approved by the director of the budget. Provided further that such
29 funds shall be deemed grants in aid and the state comptroller shall
30 prescribe that any monies received by school districts from such
31 funds shall be recorded and reported as special aid funds of the
32 district. Funds appropriated herein shall be subject to all applica-
33 ble reporting and accountability requirements contained in such act.
34 Notwithstanding section 40 of the state finance law or any provision
35 of law to the contrary, this appropriation shall remain in full
36 force and effect to the maximum extent allowed by law [(23335)]
37 _(_2_3_3_6_0_) 4,069,958,000 ......................... (re. $1,078,236,000)",98,14,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|23335|2021|4069958000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,23357,2023,8988781000,5638640000,"390 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 funds to maximize the total number of eligible children in the
2 district served in pre-kindergarten programs, (iv) proposal quality,
3 and (v) the level of existing prekindergarten services in the
4 district. Provided that funds appropriated herein shall only be
5 awarded to school districts which meet the requirements of section
6 3602-ee of the education law.
7 Provided that grants awarded pursuant to this request for proposal
8 process shall be equal to $7,000 per pupil for students served by
9 teachers without a certificate valid for service in early childhood
10 grades and $10,000 per pupil for students served by teachers with
11 valid certificates for service in early childhood grades. Programs
12 shall (i) provide instruction for at least five hours per school day
13 for full-day pre-kindergarten programs; (ii) agree to offer instruc-
14 tion consistent with applicable New York state prekindergarten early
15 learning standards; and (iii) otherwise comply with all of the same
16 rules and requirements as the statewide universal prekindergarten
17 programs pursuant to section 3602-ee of the education law except as
18 modified herein.
19 Provided further that funds appropriated herein shall only be used to
20 supplement and not supplant current local expenditures of federal,
21 state or local funds on pre-kindergarten programs and the number of
22 placements in such programs from such sources and that current local
23 expenditures shall include any local expenditures of federal, state
24 or local funds used to supplement or extend services provided
25 directly or via contract to eligible children enrolled in a
26 universal pre-kindergarten program in accordance with section 3602-e
27 of the education law.
28 Notwithstanding any provision of law to the contrary, programs that
29 provide services for fewer than 180 days will be subject to the
30 provisions of subdivision 16 of section 3602-e of the education law.
31 (iv) [$35,000,000] _$_7_0_,_0_0_0_,_0_0_0 for city school districts in a city
32 having a population of one million or more; and
33 (v) $24,663,589 for administrative costs of the state education
34 department, provided that, notwithstanding any provision of law to
35 the contrary, upon approval of the director of the budget, the funds
36 hereby made available may be transferred to the credit of the state
37 purposes account of the state education department for purposes of
38 administration of this program.
39 Funds appropriated herein shall be subject to all applicable federal
40 reporting and accountability requirements.
41 Provided further that such funds shall be deemed grants in aid and the
42 state comptroller shall prescribe that any monies received by school
43 districts from such funds shall be recorded and reported as special
44 aid funds of the district.
45 Notwithstanding section 40 of the state finance law or any provision
46 of law to the contrary, this appropriation shall remain in full
47 force and effect to the maximum extent allowed by law (23357) ......
48 8,988,781,000 ................................. (re. $5,638,640,000)",102,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|23357|2023|8988781000
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Operating Grants Account - 25456,21742,2018,5000000,4607000,"9 By chapter 53, section 1, of the laws of 2018, as added by chapter 54,
10 section 2, of the laws of 2018:
11 For grants to schools for specific programs (21742) ..................
12 5,000,000 ......................................... (re. $4,607,000)",119,9,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21742|2018|5000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Operating Grants Account - 25456,21826,2023,5000000,5000000,"16 By chapter 53, section 1, of the laws of 2023:
17 For grants to schools for specific programs (21826) ..................
18 5,000,000 ......................................... (re. $5,000,000)",119,16,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21826|2023|5000000
