agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,record_type,page_number,line_number,fiscal_year,raw_line,source_file,has_underlined_content,underlined_text,composite_key
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,General Fund,State Purposes Account - 10050,23854,2020,550000,477000,reappropriation,860,,2025-26,"21 Pre-tax transportation benefit (23854) ... 550,000 .... (re. $477,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|23854|2020|550000|STATE PURPOSES ACCOUNT - 10050
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,General Fund,State Purposes Account - 10050,23806,2020,718000,402000,reappropriation,860,,2025-26,"22 Management training (23806) ... 718,000 ............... (re. $402,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|23806|2020|718000|STATE PURPOSES ACCOUNT - 10050
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,General Fund,State Purposes Account - 10050,23855,2020,245000,99000,reappropriation,860,,2025-26,"23 Uniform allowance (23855) ... 245,000 .................. (re. $99,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|23855|2020|245000|STATE PURPOSES ACCOUNT - 10050
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,General Fund,State Purposes Account - 10050,23807,2020,250000,223000,reappropriation,860,,2025-26,"24 Tuition reimbursement (23807) ... 250,000 ............. (re. $223,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|23807|2020|250000|STATE PURPOSES ACCOUNT - 10050
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,General Fund,State Purposes Account - 10050,23808,2020,260000,260000,reappropriation,860,,2025-26,"25 M/C share of negotiated programs (23808) ... 570,000 .. (re. $260,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|23808|2020|260000|STATE PURPOSES ACCOUNT - 10050
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,General Fund,State Purposes Account - 10050,23881,2020,6000,3000,reappropriation,860,26.0,2025-26,"27 Health committee benefits (23881) ... 6,000 ............. (re. $3,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|23881|2020|6000|STATE PURPOSES ACCOUNT - 10050
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,General Fund,State Purposes Account - 10050,23884,2020,50000,50000,reappropriation,860,28.0,2025-26,"31 Contract Administration (23884) ... 50,000 ............. (re. $50,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|23884|2020|50000|STATE PURPOSES ACCOUNT - 10050
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,General Fund,State Purposes Account - 10050,23882,2020,50000,50000,reappropriation,860,32.0,2025-26,"35 Contract Administration (23882) ... 50,000 ............. (re. $50,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|23882|2020|50000|STATE PURPOSES ACCOUNT - 10050
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,General Fund,State Purposes Account - 10050,23951,2020,2280000,17000,reappropriation,861,36.0,2025-26,"7 state agencies (23951) ... 2,280,000 ................. (re. $17,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|23951|2020|2280000|STATE PURPOSES ACCOUNT - 10050
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,Special Revenue Funds - Federal,National and Community Service Trust Act Account - 25450,81003,2024,1158000,1158000,reappropriation,865,5.0,2025-26,"9 Personal service (50000) ... 1,158,000 .............. (re. $1,158,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|81003|2024|1158000|NATIONAL AND COMMUNITY SERVICE TRUST ACT ACCOUNT - 25450
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,Special Revenue Funds - Federal,National and Community Service Trust Act Account - 25450,81003,2023,1090000,635000,reappropriation,865,11.0,2025-26,"15 Personal service (50000) ... 1,090,000 ................ (re. $635,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|81003|2023|1090000|NATIONAL AND COMMUNITY SERVICE TRUST ACT ACCOUNT - 25450
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,Special Revenue Funds - Federal,National and Community Service Trust Act Account - 25450,81003,2022,1087000,524000,reappropriation,865,17.0,2025-26,"21 Personal service (50000) ... 1,087,000 ................ (re. $524,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|81003|2022|1087000|NATIONAL AND COMMUNITY SERVICE TRUST ACT ACCOUNT - 25450
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,Special Revenue Funds - Federal,National and Community Service Trust Act Account - 25450,81003,2021,1005000,454000,reappropriation,865,23.0,2025-26,"27 Personal service (50000) ... 1,005,000 ................ (re. $454,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|81003|2021|1005000|NATIONAL AND COMMUNITY SERVICE TRUST ACT ACCOUNT - 25450
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,Special Revenue Funds - Federal,National and Community Service Trust Act Account - 25450,81003,2020,1005000,456000,reappropriation,865,29.0,2025-26,"33 Personal service (50000) ... 1,005,000 ................ (re. $456,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|81003|2020|1005000|NATIONAL AND COMMUNITY SERVICE TRUST ACT ACCOUNT - 25450
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,Special Revenue Funds - Federal,National and Community Service Trust Act Account - 25450,81003,2019,1005000,540000,reappropriation,865,35.0,2025-26,"39 Personal service (50000) ... 1,005,000 ................ (re. $540,000)",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|81003|2019|1005000|NATIONAL AND COMMUNITY SERVICE TRUST ACT ACCOUNT - 25450
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,STATE OPERATIONS,Special Revenue Funds - Federal,National and Community Service Trust Act Account - 25450,81024,2025,500000000,0,appropriation,866,25.0,2025-26,"reimbursement (81024) ...................... 500,000,000",STOPS 25-26.pdf,False,,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|81024|2025|500000000|NATIONAL AND COMMUNITY SERVICE TRUST ACT ACCOUNT - 25450
